State,County,Type,Mapping Zones,Impervious Cover %,Impervious Cover (m2/person),Tree Canopy Cover %,Tree Canopy Cover (m2/person),Total Green Space (ha),Canopy Green Space %,Available Green Space (ha)
Michigan,Pope,County,41,0.004974025,757.258811,0.057940306,8820.986116,170208.9984,0.058229941,160297.9968
Michigan,Ramsey,County,41,0.32167868,253.3759919,0.202094583,159.1834297,27304.1984,0.297933317,19189.9008
Michigan,Red,Lake,40,0.004819984,1243.475227,0.08228083,21227.07606,110371.9936,0.08267967,101247.0016
Michigan,Redwood,County,39,0.006248644,844.3770443,0.012335552,1666.898602,225801.0112,0.012413098,222997.9904
Michigan,Renville,County,39,0.007081955,1047.872216,0.01509919,2234.131981,252018.9952,0.015206909,248187.008
Michigan,Rice,County,41,0.01866885,424.6148416,0.106947382,2432.471543,126476.0064,0.108981936,112695.0016
Michigan,Rock,County,39,0.006201643,795.9242876,0.005867843,753.0840449,123985.9968,0.005904481,123254.0032
Michigan,Roseau,County,40,0.0044765,1185.028767,0.204652865,54176.15277,430567.0144,0.205573106,342054.9888
Michigan,Scott,County,41,0.043589536,446.1809202,0.151292725,1548.626874,87616.6016,0.158188066,73760.1024
Michigan,Sherburne,County,41,0.018646908,326.2073676,0.252993752,4425.850319,110589.0048,0.257801398,82080.6016
Michigan,Sibley,County,41,0.008709193,866.2216723,0.047655791,4739.873926,151401.9968,0.048074336,144122.9952
Michigan,St.,Louis,41,0.005245035,421.190537,0.713826075,57322.16963,1601849.958,0.717589058,452406.9888
Michigan,Stearns,County,41,0.020045295,523.4879774,0.109189675,2851.516093,340795.008,0.111423285,302829.0048
Michigan,Steele,County,42,0.014741399,486.9210214,0.040454689,1336.252969,109608,0.041059959,105107.0016
Michigan,Stevens,County,39,0.005593809,800.903213,0.008587176,1229.483736,143129.9968,0.008635506,141894.0032
Michigan,Swift,County,39,0.00659915,1056.239545,0.014915708,2387.361994,190101.0048,0.015014808,187247.0016
Michigan,Todd,County,41,0.006420871,642.9501351,0.205165565,20544.13363,243018.0096,0.206491284,192837.0048
Michigan,Traverse,County,39,0.00490767,1750.774069,0.004749333,1694.288824,146753.9968,0.004772742,146053.0048
Michigan,Wabasha,County,42,0.009065745,569.2133272,0.234111369,14699.21259,134453.0048,0.23625354,102688.9984
Michigan,Wadena,County,41,0.003684088,373.8911981,0.350723986,35594.32597,138657.9968,0.352020802,89847.6992
Michigan,Waseca,County,42,0.00863281,485.5828127,0.032967598,1854.378777,108882.9952,0.033254596,105262.0032
Michigan,Washington,County,41,0.060632775,302.6351116,0.233241292,1164.172426,94302.7008,0.248296176,70896
Michigan,Watonwan,County,39,0.00777155,737.3686426,0.008713758,826.765746,111804.0064,0.008782038,110823.0016
Michigan,Wilkin,County,40,0.007067001,1915.928832,0.008149951,2209.526478,192149.0048,0.008208005,190572.0064
Michigan,Winona,County,42,0.014031068,454.3142943,0.355091553,11497.56895,159576,0.360145626,102105.9968
Michigan,Wright,County,41,0.025055599,475.0794568,0.124909058,2368.40184,166346.9952,0.128119542,145037.0048
Michigan,Yellow,Medicine,39,0.005086871,898.9648014,0.007604161,1343.826715,194813.0048,0.007643022,193324.0064
Missouri,Adair,County,43,0.008686968,508.9081955,0.279449586,16370.98066,145052.0064,0.281897503,104161.9968
Missouri,Andrew,County,43,0.010240154,696.3800631,0.13884531,9442.153772,111005.0048,0.140281963,95433.2032
Missouri,Atchison,County,42,0.005579469,1222.828927,0.05527271,12113.88865,140136.9984,0.055582969,132348.0064
Missouri,Audrain,County,43,0.008644026,599.156771,0.095308062,6606.235563,177649.9968,0.096139044,160570.9952
Missouri,Barry,County,44,0.007833322,465.1573067,0.388964016,23097.41182,200376,0.392034463,121822.0032
Missouri,Barton,County,43,0.005695288,696.3017303,0.110740326,13539.03134,152451.9936,0.111374727,135472.9984
Missouri,Bates,County,43,0.005599354,734.071939,0.119280043,15637.54279,217097.0112,0.119951905,191056
Missouri,Benton,County,44,0.006656127,706.3329453,0.415898805,44134.22491,181096.9984,0.418685009,105273.9968
Missouri,Bollinger,County,44,0.004083306,544.8773797,0.502234465,67018.2898,159859.9936,0.504293157,79244.1984
Missouri,Boone,County,44,0.024926746,325.5363444,0.322993652,4218.20686,172489.9968,0.331249929,115352.9984
Missouri,Buchanan,County,43,0.036736472,450.2046559,0.176222949,2159.608363,101519.0016,0.182943092,82946.8992
Missouri,Butler,County,45,0.008274564,363.8436881,0.318669107,14012.30881,178210.9952,0.32132755,120952
Missouri,Caldwell,County,43,0.008177228,1008.408964,0.111160476,13708.21719,109701.0048,0.112076457,97405.6
Missouri,Callaway,County,44,0.009470961,504.5650787,0.380805916,20287.42069,215123.9936,0.384446652,132421.0048
Missouri,Camden,County,44,0.009925136,454.5815228,0.596467499,27318.83123,168013.0048,0.602447422,66794.8992
Missouri,Cape,Girardeau,44,0.025285177,550.229281,0.26129757,5686.081318,145703.0016,0.268075455,106648
Missouri,Carroll,County,43,0.006926644,1204.297521,0.102986445,17905.68789,177581.0048,0.103704785,159165.0048
Missouri,Carter,County,44,0.002621799,579.8956405,0.766656181,169570.7847,131059.9936,0.7686709,30320.9984
Missouri,Cass,County,43,0.023773489,521.567266,0.106649077,2339.777226,175820.0064,0.10924638,156613.0048
Missouri,Cedar,County,44,0.004568147,410.324037,0.381012388,34223.62135,122790.0032,0.382761609,75791.0976
Missouri,Chariton,County,43,0.006757925,1555.996682,0.127907747,29450.46314,192969.9968,0.128778055,168120
Missouri,Christian,County,44,0.014854106,399.5118357,0.4094288,11011.88115,143834.9952,0.415601201,84056.9024
Missouri,Clark,County,43,0.006204299,1094.947411,0.224029692,39537.21683,130066.9952,0.225428441,100745.9968
Missouri,Clay,County,43,0.072824906,406.4633545,0.121655439,679.0050324,95221.4976,0.131210917,82727.5008
Missouri,Clinton,County,43,0.012169984,691.0901523,0.093610763,5315.822751,106463.0016,0.094764377,96374.5024
Missouri,Cole,County,44,0.024144609,342.3911369,0.351284371,4981.511716,98802.5024,0.359975692,63236.6016
Missouri,Cooper,County,44,0.008816739,773.8392322,0.195507559,17159.56713,145021.0048,0.197247278,116416.9984
Missouri,Crawford,County,44,0.00441156,371.3523943,0.597465616,50292.93106,191111.0016,0.600111972,76424
Missouri,Dade,County,44,0.004330499,694.8567462,0.218431296,35048.71993,126578.9952,0.219381587,98810.0992
Missouri,Dallas,County,44,0.006388404,572.7712151,0.410879127,36838.58144,139516.0064,0.413521745,81823.5008
Missouri,Daviess,County,43,0.008630348,1574.189122,0.134521462,24536.92615,144951.0016,0.13569275,125281.9968
Missouri,DeKalb,County,43,0.009343853,880.8571182,0.09038602,8520.807105,108304.9984,0.091238448,98423.3024
Missouri,Dent,County,44,0.003465097,453.0997521,0.558136438,72982.51812,194511.0016,0.560076314,85571.3024
Missouri,Douglas,County,44,0.003219145,518.9498624,0.529603743,85376.02935,210245.0048,0.53131344,98540.4992
Missouri,Dunklin,County,45,0.008273782,350.1673956,0.063677293,2694.984165,139159.0016,0.06420871,130224
Missouri,Franklin,County,44,0.014393433,364.6881363,0.457985694,11604.03842,234258.9952,0.464673739,125421.0048
Missouri,Gasconade,County,44,0.006435471,564.433581,0.510932924,44812.21431,133694.0032,0.514240711,64944.8
Missouri,Gentry,County,43,0.006564611,1211.112083,0.141952086,26188.89375,125747.9936,0.14289055,107779.9936
Missouri,Greene,County,44,0.0602672,438.5272327,0.213213981,1551.426601,164376,0.22688774,127081.9968
Missouri,Grundy,County,43,0.009516324,1027.856595,0.123945796,13387.36503,111603.9936,0.125136196,97638.0032
Missouri,Harrison,County,43,0.007607035,1606.282486,0.138829089,29314.80226,185453.0048,0.139893123,159509.0048
Missouri,Henry,County,43,0.007866767,645.0970587,0.200213326,16418.05701,178962.9952,0.201800378,142848
Missouri,Hickory,County,44,0.007435252,860.1263982,0.423340173,48972.92886,102651.0016,0.426511166,58869.2992
Missouri,Holt,County,42,0.00651598,1457.394879,0.096811585,21653.33583,118903.0016,0.097446657,107316
Missouri,Howard,County,44,0.00565743,666.1349393,0.254679456,29987.27145,119560.9984,0.256128688,88938.2016
Missouri,Howell,County,44,0.006742733,434.9508567,0.445997747,28769.80461,238590.0032,0.449025512,131458.9952
Missouri,Iron,County,44,0.003306269,440.6226045,0.725566073,96695.33664,142086.0032,0.727974602,38652.8
Missouri,Jackson,County,43,0.135930365,323.5875397,0.161134864,383.5878329,134705.9968,0.18648316,109585.9968
Missouri,Jasper,County,44,0.027850042,439.5602086,0.159499917,2517.404352,160624.9984,0.164069724,134272.9984
Missouri,Jefferson,County,44,0.029197688,250.1678454,0.597192229,5116.785123,164776.9984,0.615152616,63454.0032
Missouri,Johnson,County,43,0.011584488,514.410046,0.176561661,7840.233412,211808,0.178630639,173971.9936
Missouri,Knox,County,43,0.004931307,1476.133914,0.150979935,45194.22151,129897.9968,0.151728283,110189.0048
Missouri,Laclede,County,44,0.008047906,491.6218128,0.447702747,27348.78283,197014.0032,0.451333896,108095.0016
Missouri,Lafayette,County,43,0.012555526,617.8216019,0.102710615,5054.096117,160150.0032,0.104016862,143491.9936
Missouri,Lawrence,County,44,0.010420784,469.9721623,0.172101117,7761.674355,157113.9968,0.173913203,129790.0032
Missouri,Lewis,County,43,0.007173153,887.8892701,0.181812569,22504.66933,128961.9968,0.183126817,105345.9968
Missouri,Lincoln,County,44,0.011217526,469.3020748,0.296119623,12388.6097,161100.0064,0.299479824,112856
Missouri,Linn,County,43,0.00932589,1083.510252,0.141997889,16497.74611,158307.9936,0.143334518,135616.9984
Missouri,Livingston,County,43,0.009685523,916.2316252,0.136263192,12890.23217,136382.0032,0.137595867,117616
Missouri,Macon,County,43,0.007346125,966.774521,0.211264187,27803.07068,205909.0048,0.212827992,162086.0032
Missouri,Madison,County,44,0.005333441,580.3923729,0.676104127,73574.57356,127724.0064,0.679731236,40911.2
Missouri,Maries,County,44,0.003734616,573.5145457,0.436743043,67069.41211,136209.9968,0.438381169,76498.5984
Missouri,Marion,County,43,0.014360628,572.4733996,0.193047845,7695.677048,111152,0.19586063,89382.0032
Missouri,McDonald,County,44,0.004444752,286.333195,0.455589266,29349.29127,139048.9984,0.457624284,75417.2032
Missouri,Mercer,County,43,0.005519631,1723.116849,0.199160298,62173.81102,116639.0016,0.200264924,93279.8976
Missouri,Miller,County,44,0.006982465,454.5662876,0.48666178,31682.22713,152333.0048,0.490084208,77677.4976
Missouri,Mississippi,County,47,0.010246417,814.2772027,0.039544012,3142.541148,105609.9968,0.039953509,101391.0016
Missouri,Moniteau,County,44,0.007668161,556.4530923,0.234494953,17016.52391,106769.9968,0.236306086,81539.3984
Missouri,Monroe,County,43,0.005204249,934.5011277,0.183539971,32957.36054,166322.9952,0.184500035,135635.9936
Missouri,Montgomery,County,44,0.00851224,974.7033619,0.313177635,35860.74621,137782.0032,0.315865647,94261.4976
Missouri,Morgan,County,44,0.006248992,500.6494381,0.467759736,37475.42555,153730.9952,0.470700779,81369.7024
Missouri,New,Madrid,45,0.008036159,710.0303644,0.034338939,3033.997976,173184.9984,0.034617202,167190.0032
Missouri,Newton,County,44,0.011921579,367.3797401,0.268079259,8261.228361,160271.0016,0.271314219,116787.9936
Missouri,Nodaway,County,43,0.007259346,747.7774735,0.081593825,8404.892296,224075.008,0.082190335,205657.9968
Missouri,Oregon,County,44,0.003352898,663.9820186,0.575450898,113957.8531,204158.0032,0.577386149,86283.3984
Missouri,Osage,County,44,0.005302941,636.1476037,0.443042206,53147.90874,155862.0032,0.445405532,86441.9968
Missouri,Ozark,County,44,0.003692248,747.4869,0.551896958,111730.2436,192462.0032,0.553943099,85852.1984
Missouri,Pemiscot,County,45,0.007697393,487.6799521,0.033281031,2108.569861,126032.9984,0.033539232,121806.0032
Missouri,Perry,County,44,0.012952703,876.4284139,0.349524252,23650.12133,121098.9952,0.354110287,78217.9008
Missouri,Pettis,County,44,0.013071149,588.0795878,0.141323144,6358.221252,174959.0016,0.143195257,149905.9968
Missouri,Phelps,County,44,0.009030113,395.0156937,0.583026734,25504.07955,172638.0032,0.588340892,71071.3984
Missouri,Pike,County,44,0.008587598,813.9665413,0.283802193,26899.89646,172444.0064,0.286261036,123080.9984
Missouri,Platte,County,43,0.036259683,533.6685597,0.191398731,2816.998848,104652.9984,0.198600131,83869.1008
Missouri,Polk,County,44,0.009625914,588.6225548,0.270188508,16521.96918,163466.9952,0.272814088,118871.0016
Missouri,Pulaski,County,44,0.010402243,359.0453055,0.6171388,21301.25067,140608,0.623624533,52922
Missouri,Putnam,County,43,0.00478602,1222.93318,0.268207249,68532.83707,132819.9936,0.269497836,97025.6
Missouri,Ralls,County,43,0.008158443,1031.924995,0.213692297,27028.98317,120761.9968,0.215449395,94743.6032
Missouri,Randolph,County,43,0.010974679,550.4277663,0.215173308,10791.87447,122337.9968,0.217561189,95722.2016
Missouri,Ray,County,43,0.009231463,580.4444635,0.155295767,9764.494305,145487.0016,0.156742525,122682.9952
Missouri,Reynolds,County,44,0.002068384,647.7096726,0.760157543,238041.556,209031.0016,0.761733884,49807.8016
Missouri,Ripley,County,44,0.003430044,413.4347472,0.634679891,76500.11104,162270.0032,0.636864473,58931.5968
Missouri,Saline,County,43,0.008165474,669.6287254,0.12615813,10345.89123,193225.9968,0.127196649,168648
Missouri,Schuyler,County,43,0.006402556,1222.016787,0.234668211,44789.68633,79080.6976,0.236180253,60403.3984
Missouri,Scotland,County,43,0.005893406,1337.204495,0.150516323,34151.91812,112397.0048,0.151408846,95379.3024
Missouri,Scott,County,45,0.018269924,491.5639998,0.079975461,2151.791005,106771.0016,0.081463782,98073.1008
Missouri,Shannon,County,44,0.002289844,714.1278232,0.712954746,222347.4253,259004.0064,0.71459125,73926.0032
Missouri,Shelby,County,43,0.006479523,1232.954846,0.133842305,25468.15708,128536,0.134715566,111221.0048
Missouri,St.,Charles,44,0.070887686,362.1491953,0.277178939,1416.044666,134749.0048,0.298325771,94567.8976
Missouri,St.,Clair,44,0.003870805,703.9473684,0.404334368,73532.53212,174853.0048,0.405904377,103879.0016
Missouri,St.,Francois,44,0.015083202,315.4885786,0.528246709,11049.10005,114625.9968,0.536338172,53149.5008
Missouri,St.,Louis,44,0.545947317,253.760159,0.079455292,36.93137922,7348.42,0.174991359,6072.82
Missouri,St.,Louis,44,0.227574498,295.2076866,0.345186222,447.7726059,101832.9984,0.446886592,56677.4016
Missouri,Ste.,Genevieve,44,0.007172116,522.6616971,0.535261696,39006.7266,129088.9984,0.539130386,59497.2032
Missouri,Stoddard,County,45,0.006803777,487.3926948,0.107263579,7683.891601,211345.9968,0.10799826,188520.9984
Missouri,Stone,County,44,0.010203232,428.6586642,0.529274825,22235.91988,119169.9968,0.534729386,55448.3008
Missouri,Sullivan,County,43,0.005157043,1198.143787,0.220445811,51216.51198,166855.0016,0.221588803,129881.9968
Missouri,Taney,County,44,0.013207958,545.4172229,0.636058435,26265.77377,161785.9968,0.644573719,57506.4
Missouri,Texas,County,44,0.004251876,564.204669,0.520289974,69040.12729,303941.9904,0.522510906,145130.9952
Missouri,Vernon,County,43,0.00617674,648.6652977,0.180586235,18964.70128,213475.9936,0.181708488,174685.0048
Missouri,Warren,County,44,0.010955892,497.5820591,0.480879761,21840.0411,110163.9936,0.486208779,56604.6976
Missouri,Washington,County,44,0.003682783,310.2304661,0.705193484,59404.12886,195920.9984,0.707800591,57252
Missouri,Wayne,County,44,0.003183308,471.7241119,0.728564851,107963.651,195855.0016,0.730892771,52710.7008
Missouri,Webster,County,44,0.009168529,453.8895152,0.352051081,17428.34518,152280,0.35530797,98173.4016
Missouri,Worth,County,43,0.005410972,1560.617128,0.171648256,49506.29723,68329.2032,0.172582138,56536.8
Missouri,Wright,County,44,0.006145316,605.3912559,0.402076158,39609.5804,175792,0.404563357,104673.9968
Mississippi,Adams,County,46,0.008614193,299.5631916,0.598335946,20807.45486,118390.0032,0.603537445,46937.9008
Mississippi,Alcorn,County,46,0.013558934,402.9747092,0.4993662,14841.28109,101315.0016,0.506228085,50026.3008
Mississippi,Amite,County,46,0.003728175,518.2469299,0.631097831,87727.77763,188332.0064,0.633461126,69031.3024
Mississippi,Attala,County,46,0.003759882,363.5242358,0.615805689,59539.186,189377.9968,0.618128798,72317.9008
Mississippi,Benton,County,46,0.004581623,597.878146,0.525245765,68541.86295,104255.0016,0.527664844,49243.6
Mississippi,Bolivar,County,45,0.004543363,251.6206039,0.127451986,7058.548077,224011.008,0.128033879,195329.9968
Mississippi,Calhoun,County,46,0.005112082,512.4547083,0.442034511,44311.23605,150285.0048,0.444306481,83512.6016
Mississippi,Carroll,County,46,0.003556896,537.2272263,0.487614618,73648.43532,162073.9968,0.489356723,82762.5024
Mississippi,Chickasaw,County,46,0.006813311,452.3868313,0.358234966,23785.90617,128197.0048,0.360693307,81957.4976
Mississippi,Choctaw,County,46,0.003044052,338.1020701,0.66793276,74187.13015,108051.9936,0.66997192,35660.1984
Mississippi,Claiborne,County,46,0.002949226,314.285352,0.662207803,70568.41991,125705.9968,0.664164795,42216.1984
Mississippi,Clarke,County,46,0.004524571,448.4516848,0.68887193,68277.36007,177154.9952,0.692004196,54563.2
Mississippi,Clay,County,46,0.006128318,295.2645707,0.41542701,20015.42418,105247.0016,0.417987212,61254.7968
Mississippi,Coahoma,County,45,0.006772115,317.2715695,0.164572569,7710.175429,142492.0064,0.165694201,118881.9968
Mississippi,Copiah,County,46,0.005855234,408.7526515,0.595615403,41579.7876,199576.9984,0.599122124,80005.4016
Mississippi,Covington,County,46,0.009029082,497.8136755,0.549615821,30302.77817,106032.9984,0.55462547,47224.8
Mississippi,DeSoto,County,46,0.030566991,347.7905577,0.304993522,3470.209685,118242.9952,0.314608918,81042.5984
Mississippi,Forrest,County,46,0.025324431,419.3529282,0.602687788,9980.042091,117182.0032,0.618346637,44723.2
Mississippi,Franklin,County,46,0.003823867,662.0608428,0.707017713,122412.4091,145709.0048,0.709729665,42294.4992
Mississippi,George,County,46,0.004960666,318.8576055,0.644711573,41440.2407,122441.9968,0.647924723,43108.7008
Mississippi,Greene,County,46,0.003815818,528.7923904,0.693155741,96056.84397,183592.9984,0.695810831,55846.7968
Mississippi,Grenada,County,46,0.009461593,432.1497657,0.478183603,21840.60594,105246.0032,0.482752789,54438.5024
Mississippi,Hancock,County,46,0.016198296,463.6418647,0.539983595,15455.88456,120992,0.548873473,54586.8992
Mississippi,Harrison,County,46,0.040779294,320.5568536,0.587758747,4620.23926,142962.9952,0.612747364,55381.6
Mississippi,Hinds,County,46,0.033387926,298.4760766,0.440798686,3940.582073,216720,0.456025279,117891.9936
Mississippi,Holmes,County,46,0.003478536,314.7045213,0.423518022,38315.83951,194816.9984,0.424997296,112021.0048
Mississippi,Humphreys,County,45,0.005183811,439.4226307,0.128102244,10859.0041,94498.8992,0.128769754,82330.2976
Mississippi,Issaquena,County,45,0.001020721,465.3693931,0.390861937,178202.723,103571.0016,0.391261054,63047.6032
Mississippi,Itawamba,County,46,0.008028241,482.7755819,0.58512649,35186.38489,135826.9952,0.589863586,55708
Mississippi,Jackson,County,46,0.023274921,329.990869,0.611484997,8669.608888,181990.0032,0.626056366,68059.8016
Mississippi,Jasper,County,46,0.004408209,422.8618657,0.676827368,64925.33936,173328.9984,0.679822762,55495.6992
Mississippi,Jefferson,County,46,0.002446492,340.9291581,0.681591939,94982.75483,135399.0016,0.683263555,42886.2016
Mississippi,Jefferson,Davis,46,0.006307641,477.2231772,0.567948885,42969.84845,104967.0016,0.571555836,44972.8992
Mississippi,Jones,County,46,0.014438231,397.2628468,0.562799728,15485.23637,176149.0048,0.571044943,75560.3968
Mississippi,Kemper,County,46,0.003793583,715.1018846,0.634285407,119564.7229,196295.0016,0.636699884,71313.7984
Mississippi,Lafayette,County,46,0.008639659,367.8943836,0.525457348,22375.05183,163554.9952,0.530035177,76864.6976
Mississippi,Lamar,County,46,0.011779228,386.1786537,0.582674408,19102.81566,126581.0048,0.589620069,51946.5984
Mississippi,Lauderdale,County,46,0.017949178,415.5115723,0.651959858,15092.43822,177689.9968,0.663875336,59726.5984
Mississippi,Lawrence,County,46,0.00572818,482.2884296,0.598014472,50350.27908,110986.9952,0.601461458,44232.9984
Mississippi,Leake,County,46,0.004561688,328.660936,0.554557,39954.77517,150179.9936,0.557100165,66515.2
Mississippi,Lee,County,46,0.033148171,505.412184,0.301349457,4594.693525,111674.9952,0.311682134,76868.4032
Mississippi,Leflore,County,45,0.006435755,248.4170027,0.162304372,6264.869212,145530.9952,0.163355574,121758.0032
Mississippi,Lincoln,County,46,0.010591059,483.9896279,0.548411919,25061.29699,149957.0048,0.55428086,66838.5984
Mississippi,Lowndes,County,46,0.020032816,419.3858994,0.382774528,8013.363557,126346.9952,0.390599719,76996.1024
Mississippi,Madison,County,46,0.01359914,337.6811206,0.389957065,9683.048986,182902.0032,0.395333013,110594.9952
Mississippi,Marion,County,46,0.008030782,440.0586052,0.568755049,31165.77457,139125.0048,0.573360627,59356.4992
Mississippi,Marshall,County,46,0.008676248,452.3761895,0.399920768,20851.7132,180869.0048,0.40342125,107903.0016
Mississippi,Monroe,County,46,0.008686202,446.7538275,0.44756276,23019.30868,193817.9968,0.451483358,106312
Mississippi,Montgomery,County,46,0.006112657,526.9497088,0.527145377,45443.2659,104435.0016,0.530385368,49043.8016
Mississippi,Neshoba,County,46,0.00638644,327.4762934,0.562350709,28835.55208,146143.0016,0.565965504,63431.2
Mississippi,Newton,County,46,0.005598958,382.5524315,0.592508952,40483.56077,148374.0032,0.59584562,59966.0992
Mississippi,Noxubee,County,46,0.00444301,626.0631176,0.434812472,61269.28403,176028.0064,0.436752646,99147.2
Mississippi,Oktibbeha,County,46,0.011235537,310.3072118,0.509482235,14071.06876,117157.0048,0.515271787,56789.4016
Mississippi,Panola,County,46,0.009441083,486.1819455,0.29096908,14983.86509,174832,0.293743132,123477.0048
Mississippi,Pearl,River,46,0.006432387,276.7405031,0.571320547,24579.91469,207837.0048,0.575017925,88326.8992
Mississippi,Perry,County,46,0.003883497,533.8861427,0.6982828,95996.86802,166220.0064,0.701004656,49698.8
Mississippi,Pike,County,46,0.016459476,446.9748331,0.504594187,13702.79938,104004.9984,0.513039773,50646.8992
Mississippi,Pontotoc,County,46,0.009354169,449.3489486,0.37902252,18207.21455,127184,0.382600025,78523.0016
Mississippi,Prentiss,County,46,0.011954946,499.2408828,0.493772829,20620.05071,105446.0032,0.499749635,52750.2016
Mississippi,Quitman,County,45,0.002956325,302.6549372,0.108694172,11127.607,103267.0016,0.109016431,92009.2032
Mississippi,Rankin,County,46,0.021914162,381.0096508,0.548224369,9531.679763,196119.0016,0.560506643,86192.4992
Mississippi,Scott,County,46,0.006552188,362.4564613,0.577374357,31939.41583,156200.9984,0.581183235,65419.8976
Mississippi,Sharkey,County,45,0.002744508,457.5653495,0.301857788,50325.83587,109400.9984,0.30268828,76286.5024
Mississippi,Simpson,County,46,0.006808351,374.4346756,0.576585503,31710.1186,150969.9968,0.580536522,63326.0992
Mississippi,Smith,County,46,0.004091232,415.0092696,0.629449802,63850.5757,163477.0048,0.632033855,60153.9968
Mississippi,Stone,County,46,0.004145261,349.8575833,0.680906847,57468.13801,114492.0064,0.68374291,36209.2
Mississippi,Sunflower,County,45,0.005848836,288.4977742,0.070676472,3486.164858,168536,0.07109223,156553.9968
Mississippi,Tallahatchie,County,45,0.003297509,366.3101389,0.220107359,24451.04905,165007.0016,0.220835468,128568
Mississippi,Tate,County,46,0.008960673,364.8778084,0.282568147,11506.14931,102380.9984,0.285122252,73189.6
Mississippi,Tippah,County,46,0.008552802,484.764237,0.495670608,28094.11313,117030.0032,0.499947008,58521.4016
Mississippi,Tishomingo,County,46,0.010270599,585.038877,0.605022722,34463.6009,108035.9936,0.61130181,41993.7984
Mississippi,Tunica,County,45,0.004694221,594.647231,0.16607527,21037.82378,116336,0.166858066,96924.1024
Mississippi,Union,County,46,0.011731537,495.1029099,0.431156969,18196.00221,105779.0016,0.436274687,59630.2016
Mississippi,Walthall,County,46,0.006471455,445.6076801,0.474867305,32698.13882,103684.9984,0.477960167,54127.6032
Mississippi,Warren,County,46,0.00898465,275.4230118,0.609019172,18669.38555,150816,0.614538892,58133.6
Mississippi,Washington,County,45,0.010729277,314.1448465,0.14063429,4117.662004,182413.0048,0.14215982,156481.9968
Mississippi,Wayne,County,46,0.005244088,516.2943062,0.680342584,66981.5264,207782.0032,0.683928368,65673.9008
Mississippi,Webster,County,46,0.004914352,520.6100641,0.584503426,61920.34195,108514.9952,0.587391631,44774.4992
Mississippi,Wilkinson,County,46,0.002645431,445.8039178,0.677135205,114109.7781,173317.0048,0.67892936,55646.5024
Mississippi,Winston,County,46,0.005183455,403.9667659,0.622670537,48527.13333,156300.0064,0.625916166,58469.7024
Mississippi,Yalobusha,County,46,0.008468989,763.9920313,0.485255858,43775.19087,116736.9984,0.489399268,59605.7024
Mississippi,Yazoo,County,46,0.003469176,290.9787204,0.344575335,28901.41689,235281.9968,0.345774855,153927.0016
Montana,Beaverhead,County,19,0.003045564,4755.650945,0.234335489,365915.0272,1432519.987,0.235050827,1095800.013
Montana,Big,Horn,29,0.002593182,2650.91153,0.070271774,71836.16384,1291949.978,0.070454433,1200929.997
Montana,Blaine,County,20,0.0026025,4068.440576,0.034466333,53880.58097,1092849.971,0.034556344,1055089.971
Montana,Broadwater,County,19,0.005889695,4149.920182,0.167682523,118150.2832,307150.0032,0.168676212,255342.0032
Montana,Carbon,County,22,0.002315045,1287.60469,0.115446762,64210.32496,530042.9824,0.115714582,468711.9872
Montana,Carter,County,29,0.002183589,13916.98529,0.016902506,107727.2,864896,0.016939492,850245.0176
Montana,Cascade,County,20,0.007558818,658.1169033,0.124484104,10838.34668,694349.0048,0.12543217,607273.984
Montana,Chouteau,County,20,0.002454829,4239.229481,0.025877641,44687.94104,1028419.994,0.025941445,1001750.016
Montana,Custer,County,29,0.003315332,2779.728112,0.016034008,13443.65527,977396.0192,0.016087337,961671.9872
Montana,Daniels,County,30,0.002291967,4186.960833,0.002369309,4328.249876,367620.992,0.00237475,366748.0064
Montana,Dawson,County,30,0.003187301,2160.657909,0.011852893,8035.0255,612148.0192,0.0118908,604869.9904
Montana,Deer,Lodge,19,0.005220824,1055.519805,0.351265003,71016.988,189393.9968,0.353108856,122517.0048
Montana,Fallon,County,29,0.00278959,4130.912936,0.003671522,5436.905182,418940.0064,0.003681792,417397.9904
Montana,Fergus,County,20,0.002906256,2748.423442,0.122560288,115904.3175,1121439.949,0.122917866,983599.0016
Montana,Flathead,County,19,0.003798052,673.6286608,0.526269922,93340.09362,1315809.997,0.528277649,620709.0176
Montana,Gallatin,County,21,0.005141644,511.8117085,0.307429008,30602.23155,671734.9888,0.309017693,464156.9792
Montana,Garfield,County,20,0.001699684,16169.89836,0.042389732,403273.6575,1214709.965,0.042461742,1163129.958
Montana,Glacier,County,20,0.002307741,1357.182758,0.112087408,65918.62308,777257.984,0.112346739,689935.9744
Montana,Golden,Valley,20,0.002949927,8623.253359,0.065385761,191136.2764,303699.9936,0.065579191,283783.9872
Montana,Granite,County,19,0.001676625,2651.30742,0.503383152,796017.7074,446768.0256,0.504228141,221493.9904
Montana,Hill,County,20,0.003985955,1799.598153,0.019154296,8647.873808,749760,0.019230954,735344.0256
Montana,Jefferson,County,19,0.004075233,1740.312469,0.370120486,158058.5117,427390.0032,0.3716348,268557.0048
Montana,Judith,Basin,20,0.002875428,5978.574495,0.171126412,355805.0734,482851.9936,0.171619881,399986.9952
Montana,Lake,County,19,0.00566109,825.9101369,0.33223258,48470.21541,384528,0.334123913,256048
Montana,Lewis,and,19,0.005673506,914.0157226,0.345794974,55708.41381,892506.0096,0.347767965,582121.0112
Montana,Liberty,County,20,0.002284989,3921.570899,0.007097256,12180.53753,369517.0048,0.007113502,366887.9872
