Notes,State,County,County Code,Injury Intent,Injury Intent Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
, MS,Simpson County,28127,Suicide,2,79,520838,15.2,12,18.9,1.7,0.00%
, MS,Simpson County,28127,Homicide,3,40,520838,7.7,5.5,10.5,1.2,0.00%
, MS,Simpson County,28127,Undetermined ,4,21,520838,4,2.5,6.2,0.9,0.00%
, MS,Simpson County,28127,"Non-Injury, no intent classified",9,5205,520838,999.4,972.2,1026.5,13.9,0.00%
, MS,Smith County,28129,Unintentional,1,195,308556,63.2,54.3,72.1,4.5,0.00%
, MS,Smith County,28129,Suicide,2,46,308556,14.9,10.9,19.9,2.2,0.00%
, MS,Smith County,28129,Homicide,3,24,308556,7.8,5,11.6,1.6,0.00%
, MS,Smith County,28129,"Non-Injury, no intent classified",9,3076,308556,996.9,961.7,1032.1,18,0.00%
, MS,Stone County,28131,Unintentional,1,204,310182,65.8,56.7,74.8,4.6,0.00%
, MS,Stone County,28131,Suicide,2,53,310182,17.1,12.8,22.3,2.3,0.00%
, MS,Stone County,28131,Homicide,3,20,310182,6.4,3.9,10,1.4,0.00%
, MS,Stone County,28131,"Non-Injury, no intent classified",9,2874,310182,926.6,892.7,960.4,17.3,0.00%
, MS,Sunflower County,28133,Unintentional,1,291,579265,50.2,44.5,56,2.9,0.00%
, MS,Sunflower County,28133,Suicide,2,61,579265,10.5,8.1,13.5,1.3,0.00%
, MS,Sunflower County,28133,Homicide,3,88,579265,15.2,12.2,18.7,1.6,0.00%
, MS,Sunflower County,28133,Legal Intervention / Operations of War,5,15,579265,Unreliable,1.4,4.3,0.7,0.00%
, MS,Sunflower County,28133,"Non-Injury, no intent classified",9,5560,579265,959.8,934.6,985.1,12.9,0.00%
, MS,Tallahatchie County,28135,Unintentional,1,211,285296,74,64,83.9,5.1,0.00%
, MS,Tallahatchie County,28135,Suicide,2,31,285296,10.9,7.4,15.4,2,0.00%
, MS,Tallahatchie County,28135,Homicide,3,39,285296,13.7,9.7,18.7,2.2,0.00%
, MS,Tallahatchie County,28135,"Non-Injury, no intent classified",9,2560,285296,897.3,862.6,932.1,17.7,0.00%
, MS,Tate County,28137,Unintentional,1,374,521244,71.8,64.5,79,3.7,0.00%
, MS,Tate County,28137,Suicide,2,74,521244,14.2,11.1,17.8,1.7,0.00%
, MS,Tate County,28137,Homicide,3,35,521244,6.7,4.7,9.3,1.1,0.00%
, MS,Tate County,28137,"Non-Injury, no intent classified",9,4547,521244,872.3,847,897.7,12.9,0.00%
, MS,Tippah County,28139,Unintentional,1,276,412174,67,59.1,74.9,4,0.00%
, MS,Tippah County,28139,Suicide,2,67,412174,16.3,12.6,20.6,2,0.00%
, MS,Tippah County,28139,Homicide,3,34,412174,8.2,5.7,11.5,1.4,0.00%
, MS,Tippah County,28139,"Non-Injury, no intent classified",9,4535,412174,1100.3,1068.2,1132.3,16.3,0.00%
, MS,Tishomingo County,28141,Unintentional,1,349,368262,94.8,84.8,104.7,5.1,0.00%
, MS,Tishomingo County,28141,Suicide,2,75,368262,20.4,16,25.5,2.4,0.00%
, MS,Tishomingo County,28141,Homicide,3,12,368262,Unreliable,1.7,5.7,0.9,0.00%
, MS,Tishomingo County,28141,Undetermined ,4,12,368262,Unreliable,1.7,5.7,0.9,0.00%
, MS,Tishomingo County,28141,"Non-Injury, no intent classified",9,4719,368262,1281.4,1244.9,1318,18.7,0.00%
, MS,Tunica County,28143,Unintentional,1,116,195333,59.4,48.6,70.2,5.5,0.00%
, MS,Tunica County,28143,Suicide,2,18,195333,Unreliable,5.5,14.6,2.2,0.00%
, MS,Tunica County,28143,Homicide,3,46,195333,23.5,17.2,31.4,3.5,0.00%
, MS,Tunica County,28143,"Non-Injury, no intent classified",9,1812,195333,927.6,884.9,970.4,21.8,0.00%
, MS,Union County,28145,Unintentional,1,284,510471,55.6,49.2,62.1,3.3,0.00%
, MS,Union County,28145,Suicide,2,74,510471,14.5,11.4,18.2,1.7,0.00%
, MS,Union County,28145,Homicide,3,21,510471,4.1,2.5,6.3,0.9,0.00%
, MS,Union County,28145,Undetermined ,4,10,510471,Unreliable,0.9,3.6,0.6,0.00%
, MS,Union County,28145,"Non-Injury, no intent classified",9,4813,510471,942.9,916.2,969.5,13.6,0.00%
, MS,Walthall County,28147,Unintentional,1,210,287419,73.1,63.2,82.9,5,0.00%
, MS,Walthall County,28147,Suicide,2,44,287419,15.3,11.1,20.6,2.3,0.00%
, MS,Walthall County,28147,Homicide,3,37,287419,12.9,9.1,17.7,2.1,0.00%
, MS,Walthall County,28147,"Non-Injury, no intent classified",9,3047,287419,1060.1,1022.5,1097.8,19.2,0.00%
, MS,Warren County,28149,Unintentional,1,504,923045,54.6,49.8,59.4,2.4,0.00%
, MS,Warren County,28149,Suicide,2,131,923045,14.2,11.8,16.6,1.2,0.00%
, MS,Warren County,28149,Homicide,3,111,923045,12,9.8,14.3,1.1,0.00%
, MS,Warren County,28149,Undetermined ,4,13,923045,Unreliable,0.7,2.4,0.4,0.00%
, MS,Warren County,28149,"Non-Injury, no intent classified",9,9076,923045,983.3,963,1003.5,10.3,0.00%
, MS,Washington County,28151,Unintentional,1,590,1020944,57.8,53.1,62.5,2.4,0.00%
, MS,Washington County,28151,Suicide,2,81,1020944,7.9,6.3,9.9,0.9,0.00%
, MS,Washington County,28151,Homicide,3,247,1020944,24.2,21.2,27.2,1.5,0.00%
, MS,Washington County,28151,Undetermined ,4,14,1020944,Unreliable,0.7,2.3,0.4,0.00%
, MS,Washington County,28151,"Non-Injury, no intent classified",9,10850,1020944,1062.7,1042.7,1082.7,10.2,0.00%
, MS,Wayne County,28153,Unintentional,1,257,396779,64.8,56.9,72.7,4,0.00%
, MS,Wayne County,28153,Suicide,2,43,396779,10.8,7.8,14.6,1.7,0.00%
, MS,Wayne County,28153,Homicide,3,49,396779,12.3,9.1,16.3,1.8,0.00%
, MS,Wayne County,28153,"Non-Injury, no intent classified",9,3683,396779,928.2,898.2,958.2,15.3,0.00%
, MS,Webster County,28155,Unintentional,1,137,191595,71.5,59.5,83.5,6.1,0.00%
, MS,Webster County,28155,Suicide,2,27,191595,14.1,9.3,20.5,2.7,0.00%
, MS,Webster County,28155,Homicide,3,11,191595,Unreliable,2.9,10.3,1.7,0.00%
, MS,Webster County,28155,"Non-Injury, no intent classified",9,2551,191595,1331.5,1279.8,1383.1,26.4,0.00%
, MS,Wilkinson County,28157,Unintentional,1,126,186792,67.5,55.7,79.2,6,0.00%
, MS,Wilkinson County,28157,Suicide,2,19,186792,Unreliable,6.1,15.9,2.3,0.00%
, MS,Wilkinson County,28157,Homicide,3,37,186792,19.8,13.9,27.3,3.3,0.00%
, MS,Wilkinson County,28157,"Non-Injury, no intent classified",9,2255,186792,1207.2,1157.4,1257.1,25.4,0.00%
, MS,Winston County,28159,Unintentional,1,301,366232,82.2,72.9,91.5,4.7,0.00%
, MS,Winston County,28159,Suicide,2,49,366232,13.4,9.9,17.7,1.9,0.00%
, MS,Winston County,28159,Homicide,3,26,366232,7.1,4.6,10.4,1.4,0.00%
, MS,Winston County,28159,"Non-Injury, no intent classified",9,3911,366232,1067.9,1034.4,1101.4,17.1,0.00%
, MS,Yalobusha County,28161,Unintentional,1,187,242669,77.1,66,88.1,5.6,0.00%
, MS,Yalobusha County,28161,Suicide,2,41,242669,16.9,12.1,22.9,2.6,0.00%
, MS,Yalobusha County,28161,Homicide,3,31,242669,12.8,8.7,18.1,2.3,0.00%
, MS,Yalobusha County,28161,Undetermined ,4,11,242669,Unreliable,2.3,8.1,1.4,0.00%
, MS,Yalobusha County,28161,"Non-Injury, no intent classified",9,2876,242669,1185.2,1141.8,1228.5,22.1,0.00%
, MS,Yazoo County,28163,Unintentional,1,309,531270,58.2,51.7,64.6,3.3,0.00%
, MS,Yazoo County,28163,Suicide,2,66,531270,12.4,9.6,15.8,1.5,0.00%
, MS,Yazoo County,28163,Homicide,3,85,531270,16,12.8,19.8,1.7,0.00%
, MS,Yazoo County,28163,Undetermined ,4,15,531270,Unreliable,1.6,4.7,0.7,0.00%
, MS,Yazoo County,28163,"Non-Injury, no intent classified",9,4992,531270,939.6,913.6,965.7,13.3,0.00%
, MO,Adair County,29001,Unintentional,1,201,479766,41.9,36.1,47.7,3,0.00%
, MO,Adair County,29001,Suicide,2,68,479766,14.2,11,18,1.7,0.00%
, MO,Adair County,29001,Homicide,3,10,479766,Unreliable,1,3.8,0.7,0.00%
, MO,Adair County,29001,Undetermined ,4,13,479766,Unreliable,1.4,4.6,0.8,0.00%
, MO,Adair County,29001,"Non-Injury, no intent classified",9,3878,479766,808.3,782.9,833.8,13,0.00%
, MO,Andrew County,29003,Unintentional,1,157,322164,48.7,41.1,56.4,3.9,0.00%
, MO,Andrew County,29003,Suicide,2,34,322164,10.6,7.3,14.7,1.8,0.00%
, MO,Andrew County,29003,"Non-Injury, no intent classified",9,2962,322164,919.4,886.3,952.5,16.9,0.00%
, MO,Atchison County,29005,Unintentional,1,65,110782,58.7,45.3,74.8,7.3,0.00%
, MO,Atchison County,29005,Suicide,2,10,110782,Unreliable,4.3,16.6,2.9,0.00%
, MO,Atchison County,29005,"Non-Injury, no intent classified",9,1504,110782,1357.6,1289,1426.2,35,0.00%
, MO,Audrain County,29007,Unintentional,1,237,489206,48.4,42.3,54.6,3.1,0.00%
, MO,Audrain County,29007,Suicide,2,86,489206,17.6,14.1,21.7,1.9,0.00%
, MO,Audrain County,29007,Homicide,3,10,489206,Unreliable,1,3.8,0.6,0.00%
, MO,Audrain County,29007,"Non-Injury, no intent classified",9,5376,489206,1098.9,1069.5,1128.3,15,0.00%
, MO,Barry County,29009,Unintentional,1,443,668579,66.3,60.1,72.4,3.1,0.00%
, MO,Barry County,29009,Suicide,2,97,668579,14.5,11.8,17.7,1.5,0.00%
, MO,Barry County,29009,Homicide,3,26,668579,3.9,2.5,5.7,0.8,0.00%
, MO,Barry County,29009,"Non-Injury, no intent classified",9,6977,668579,1043.6,1019.1,1068,12.5,0.00%
, MO,Barton County,29011,Unintentional,1,168,237160,70.8,60.1,81.6,5.5,0.00%
, MO,Barton County,29011,Suicide,2,37,237160,15.6,11,21.5,2.6,0.00%
, MO,Barton County,29011,"Non-Injury, no intent classified",9,2414,237160,1017.9,977.3,1058.5,20.7,0.00%
, MO,Bates County,29013,Unintentional,1,203,319901,63.5,54.7,72.2,4.5,0.00%
, MO,Bates County,29013,Suicide,2,50,319901,15.6,11.6,20.6,2.2,0.00%
, MO,Bates County,29013,Homicide,3,10,319901,Unreliable,1.5,5.7,1,0.00%
, MO,Bates County,29013,"Non-Injury, no intent classified",9,3707,319901,1158.8,1121.5,1196.1,19,0.00%
, MO,Benton County,29015,Unintentional,1,239,351406,68,59.4,76.6,4.4,0.00%
, MO,Benton County,29015,Suicide,2,77,351406,21.9,17.3,27.4,2.5,0.00%
, MO,Benton County,29015,Homicide,3,19,351406,Unreliable,3.3,8.4,1.2,0.00%
, MO,Benton County,29015,"Non-Injury, no intent classified",9,4828,351406,1373.9,1335.2,1412.7,19.8,0.00%
, MO,Bollinger County,29017,Unintentional,1,135,234290,57.6,47.9,67.3,5,0.00%
, MO,Bollinger County,29017,Suicide,2,32,234290,13.7,9.3,19.3,2.4,0.00%
, MO,Bollinger County,29017,"Non-Injury, no intent classified",9,2338,234290,997.9,957.5,1038.4,20.6,0.00%
, MO,Boone County,29019,Unintentional,1,1059,2982801,35.5,33.4,37.6,1.1,0.00%
, MO,Boone County,29019,Suicide,2,329,2982801,11,9.8,12.2,0.6,0.00%
, MO,Boone County,29019,Homicide,3,94,2982801,3.2,2.5,3.9,0.3,0.00%
, MO,Boone County,29019,Undetermined ,4,37,2982801,1.2,0.9,1.7,0.2,0.00%
, MO,Boone County,29019,"Non-Injury, no intent classified",9,16266,2982801,545.3,536.9,553.7,4.3,0.00%
, MO,Buchanan County,29021,Unintentional,1,690,1668583,41.4,38.3,44.4,1.6,0.00%
, MO,Buchanan County,29021,Suicide,2,256,1668583,15.3,13.5,17.2,1,0.00%
, MO,Buchanan County,29021,Homicide,3,78,1668583,4.7,3.7,5.8,0.5,0.00%
, MO,Buchanan County,29021,Undetermined ,4,13,1668583,Unreliable,0.4,1.3,0.2,0.00%
, MO,Buchanan County,29021,"Non-Injury, no intent classified",9,16947,1668583,1015.7,1000.4,1030.9,7.8,0.00%
, MO,Butler County,29023,Unintentional,1,604,801048,75.4,69.4,81.4,3.1,0.00%
, MO,Butler County,29023,Suicide,2,150,801048,18.7,15.7,21.7,1.5,0.00%
, MO,Butler County,29023,Homicide,3,38,801048,4.7,3.4,6.5,0.8,0.00%
, MO,Butler County,29023,Undetermined ,4,18,801048,Unreliable,1.3,3.6,0.5,0.00%
, MO,Butler County,29023,"Non-Injury, no intent classified",9,9542,801048,1191.2,1167.3,1215.1,12.2,0.00%
, MO,Caldwell County,29025,Unintentional,1,127,174244,72.9,60.2,85.6,6.5,0.00%
, MO,Caldwell County,29025,Suicide,2,29,174244,16.6,11.1,23.9,3.1,0.00%
, MO,Caldwell County,29025,"Non-Injury, no intent classified",9,1832,174244,1051.4,1003.3,1099.5,24.6,0.00%
, MO,Callaway County,29027,Unintentional,1,446,822314,54.2,49.2,59.3,2.6,0.00%
, MO,Callaway County,29027,Suicide,2,142,822314,17.3,14.4,20.1,1.4,0.00%
, MO,Callaway County,29027,Homicide,3,35,822314,4.3,3,5.9,0.7,0.00%
, MO,Callaway County,29027,Undetermined ,4,16,822314,Unreliable,1.1,3.2,0.5,0.00%
, MO,Callaway County,29027,"Non-Injury, no intent classified",9,6115,822314,743.6,725,762.3,9.5,0.00%
, MO,Camden County,29029,Unintentional,1,524,793747,66,60.4,71.7,2.9,0.00%
, MO,Camden County,29029,Suicide,2,135,793747,17,14.1,19.9,1.5,0.00%
, MO,Camden County,29029,Homicide,3,23,793747,2.9,1.8,4.3,0.6,0.00%
, MO,Camden County,29029,Undetermined ,4,14,793747,Unreliable,1,3,0.5,0.00%
, MO,Camden County,29029,"Non-Injury, no intent classified",9,7500,793747,944.9,923.5,966.3,10.9,0.00%
, MO,Cape Girardeau County,29031,Unintentional,1,493,1405156,35.1,32,38.2,1.6,0.00%
, MO,Cape Girardeau County,29031,Suicide,2,178,1405156,12.7,10.8,14.5,0.9,0.00%
, MO,Cape Girardeau County,29031,Homicide,3,49,1405156,3.5,2.6,4.6,0.5,0.00%
, MO,Cape Girardeau County,29031,Undetermined ,4,83,1405156,5.9,4.7,7.3,0.6,0.00%
, MO,Cape Girardeau County,29031,"Non-Injury, no intent classified",9,12936,1405156,920.6,904.7,936.5,8.1,0.00%
, MO,Carroll County,29033,Unintentional,1,124,181300,68.4,56.4,80.4,6.1,0.00%
, MO,Carroll County,29033,Suicide,2,32,181300,17.7,12.1,24.9,3.1,0.00%
, MO,Carroll County,29033,"Non-Injury, no intent classified",9,2246,181300,1238.8,1187.6,1290.1,26.1,0.00%
, MO,Carter County,29035,Unintentional,1,109,116143,93.8,76.2,111.5,9,0.00%
, MO,Carter County,29035,Suicide,2,21,116143,18.1,11.2,27.6,3.9,0.00%
, MO,Carter County,29035,"Non-Injury, no intent classified",9,1336,116143,1150.3,1088.6,1212,31.5,0.00%
, MO,Cass County,29037,Unintentional,1,771,1803167,42.8,39.7,45.8,1.5,0.00%
, MO,Cass County,29037,Suicide,2,281,1803167,15.6,13.8,17.4,0.9,0.00%
, MO,Cass County,29037,Homicide,3,63,1803167,3.5,2.7,4.5,0.4,0.00%
, MO,Cass County,29037,"Non-Injury, no intent classified",9,14485,1803167,803.3,790.2,816.4,6.7,0.00%
, MO,Cedar County,29039,Unintentional,1,174,265667,65.5,55.8,75.2,5,0.00%
, MO,Cedar County,29039,Suicide,2,53,265667,19.9,14.9,26.1,2.7,0.00%
, MO,Cedar County,29039,"Non-Injury, no intent classified",9,3545,265667,1334.4,1290.5,1378.3,22.4,0.00%
, MO,Chariton County,29041,Unintentional,1,96,150557,63.8,51.6,77.9,6.5,0.00%
, MO,Chariton County,29041,Suicide,2,11,150557,Unreliable,3.6,13.1,2.2,0.00%
, MO,Chariton County,29041,"Non-Injury, no intent classified",9,1942,150557,1289.9,1232.5,1347.2,29.3,0.00%
, MO,Christian County,29043,Unintentional,1,524,1356825,38.6,35.3,41.9,1.7,0.00%
, MO,Christian County,29043,Suicide,2,184,1356825,13.6,11.6,15.5,1,0.00%
, MO,Christian County,29043,Homicide,3,30,1356825,2.2,1.5,3.2,0.4,0.00%
, MO,Christian County,29043,Undetermined ,4,35,1356825,2.6,1.8,3.6,0.4,0.00%
, MO,Christian County,29043,"Non-Injury, no intent classified",9,9147,1356825,674.1,660.3,688,7,0.00%
, MO,Clark County,29045,Unintentional,1,88,135309,65,52.2,80.1,6.9,0.00%
, MO,Clark County,29045,Suicide,2,20,135309,14.8,9,22.8,3.3,0.00%
, MO,Clark County,29045,"Non-Injury, no intent classified",9,1518,135309,1121.9,1065.4,1178.3,28.8,0.00%
, MO,Clay County,29047,Unintentional,1,1531,4044573,37.9,36,39.7,1,0.00%
, MO,Clay County,29047,Suicide,2,629,4044573,15.6,14.3,16.8,0.6,0.00%
, MO,Clay County,29047,Homicide,3,139,4044573,3.4,2.9,4,0.3,0.00%
, MO,Clay County,29047,"Non-Injury, no intent classified",9,26961,4044573,666.6,658.6,674.6,4.1,0.10%
, MO,Clinton County,29049,Unintentional,1,182,384887,47.3,40.4,54.2,3.5,0.00%
, MO,Clinton County,29049,Suicide,2,73,384887,19,14.9,23.8,2.2,0.00%
, MO,Clinton County,29049,Homicide,3,13,384887,Unreliable,1.8,5.8,0.9,0.00%
, MO,Clinton County,29049,"Non-Injury, no intent classified",9,4309,384887,1119.5,1086.1,1153,17.1,0.00%
, MO,Cole County,29051,Unintentional,1,579,1414172,40.9,37.6,44.3,1.7,0.00%
, MO,Cole County,29051,Suicide,2,195,1414172,13.8,11.9,15.7,1,0.00%
, MO,Cole County,29051,Homicide,3,55,1414172,3.9,2.9,5.1,0.5,0.00%
, MO,Cole County,29051,Undetermined ,4,13,1414172,Unreliable,0.5,1.6,0.3,0.00%
, MO,Cole County,29051,"Non-Injury, no intent classified",9,10781,1414172,762.4,748,776.7,7.3,0.00%
, MO,Cooper County,29053,Unintentional,1,149,329758,45.2,37.9,52.4,3.7,0.00%
, MO,Cooper County,29053,Suicide,2,48,329758,14.6,10.7,19.3,2.1,0.00%
, MO,Cooper County,29053,"Non-Injury, no intent classified",9,3318,329758,1006.2,972,1040.4,17.5,0.00%
, MO,Crawford County,29055,Unintentional,1,305,458422,66.5,59.1,74,3.8,0.00%
, MO,Crawford County,29055,Suicide,2,85,458422,18.5,14.8,22.9,2,0.00%
, MO,Crawford County,29055,Homicide,3,22,458422,4.8,3,7.3,1,0.00%
, MO,Crawford County,29055,"Non-Injury, no intent classified",9,4838,458422,1055.4,1025.6,1085.1,15.2,0.00%
, MO,Dade County,29057,Unintentional,1,109,148406,73.4,59.7,87.2,7,0.00%
, MO,Dade County,29057,Suicide,2,23,148406,15.5,9.8,23.3,3.2,0.00%
, MO,Dade County,29057,"Non-Injury, no intent classified",9,1998,148406,1346.3,1287.3,1405.3,30.1,0.00%
, MO,Dallas County,29059,Unintentional,1,180,311624,57.8,49.3,66.2,4.3,0.00%
, MO,Dallas County,29059,Suicide,2,59,311624,18.9,14.4,24.4,2.5,0.00%
, MO,Dallas County,29059,Homicide,3,15,311624,Unreliable,2.7,7.9,1.2,0.00%
, MO,Dallas County,29059,Undetermined ,4,10,311624,Unreliable,1.5,5.9,1,0.00%
, MO,Dallas County,29059,"Non-Injury, no intent classified",9,3194,311624,1025,989.4,1060.5,18.1,0.00%
, MO,Daviess County,29061,Unintentional,1,86,156403,55,44,67.9,5.9,0.00%
, MO,Daviess County,29061,Suicide,2,27,156403,17.3,11.4,25.1,3.3,0.00%
, MO,Daviess County,29061,"Non-Injury, no intent classified",9,1585,156403,1013.4,963.5,1063.3,25.5,0.00%
, MO,DeKalb County,29063,Unintentional,1,99,241613,41,33.3,49.9,4.1,0.00%
, MO,DeKalb County,29063,Suicide,2,33,241613,13.7,9.4,19.2,2.4,0.00%
, MO,DeKalb County,29063,"Non-Injury, no intent classified",9,2130,241613,881.6,844.1,919,19.1,0.00%
, MO,Dent County,29065,Unintentional,1,212,291874,72.6,62.9,82.4,5,0.00%
, MO,Dent County,29065,Suicide,2,46,291874,15.8,11.5,21,2.3,0.00%
, MO,Dent County,29065,Homicide,3,17,291874,Unreliable,3.4,9.3,1.4,0.00%
, MO,Dent County,29065,Undetermined ,4,21,291874,7.2,4.5,11,1.6,0.00%
, MO,Dent County,29065,"Non-Injury, no intent classified",9,3375,291874,1156.3,1117.3,1195.3,19.9,0.00%
, MO,Douglas County,29067,Unintentional,1,156,255187,61.1,51.5,70.7,4.9,0.00%
, MO,Douglas County,29067,Suicide,2,48,255187,18.8,13.9,24.9,2.7,0.00%
, MO,Douglas County,29067,Homicide,3,11,255187,Unreliable,2.2,7.7,1.3,0.00%
, MO,Douglas County,29067,"Non-Injury, no intent classified",9,2723,255187,1067.1,1027,1107.1,20.4,0.00%
, MO,Dunklin County,29069,Unintentional,1,396,609156,65,58.6,71.4,3.3,0.00%
, MO,Dunklin County,29069,Suicide,2,105,609156,17.2,13.9,20.5,1.7,0.00%
, MO,Dunklin County,29069,Homicide,3,32,609156,5.3,3.6,7.4,0.9,0.00%
, MO,Dunklin County,29069,"Non-Injury, no intent classified",9,8112,609156,1331.7,1302.7,1360.7,14.8,0.00%
, MO,Franklin County,29071,Unintentional,1,1373,1889239,72.7,68.8,76.5,2,0.00%
, MO,Franklin County,29071,Suicide,2,353,1889239,18.7,16.7,20.6,1,0.00%
, MO,Franklin County,29071,Homicide,3,62,1889239,3.3,2.5,4.2,0.4,0.00%
, MO,Franklin County,29071,Undetermined ,4,47,1889239,2.5,1.8,3.3,0.4,0.00%
, MO,Franklin County,29071,"Non-Injury, no intent classified",9,15838,1889239,838.3,825.3,851.4,6.7,0.00%
, MO,Gasconade County,29073,Unintentional,1,240,288731,83.1,72.6,93.6,5.4,0.00%
, MO,Gasconade County,29073,Suicide,2,42,288731,14.5,10.5,19.7,2.2,0.00%
, MO,Gasconade County,29073,"Non-Injury, no intent classified",9,3555,288731,1231.2,1190.8,1271.7,20.7,0.00%
, MO,Gentry County,29075,Unintentional,1,76,128613,59.1,46.6,74,6.8,0.00%
, MO,Gentry County,29075,Suicide,2,23,128613,17.9,11.3,26.8,3.7,0.00%
, MO,Gentry County,29075,"Non-Injury, no intent classified",9,1678,128613,1304.7,1242.3,1367.1,31.9,0.00%
, MO,Greene County,29077,Unintentional,1,2677,5072896,52.8,50.8,54.8,1,0.00%
, MO,Greene County,29077,Suicide,2,798,5072896,15.7,14.6,16.8,0.6,0.00%
, MO,Greene County,29077,Homicide,3,198,5072896,3.9,3.4,4.4,0.3,0.00%
, MO,Greene County,29077,Undetermined ,4,91,5072896,1.8,1.4,2.2,0.2,0.00%
, MO,Greene County,29077,"Non-Injury, no intent classified",9,44120,5072896,869.7,861.6,877.8,4.1,0.10%
, MO,Grundy County,29079,Unintentional,1,131,194795,67.3,55.7,78.8,5.9,0.00%
, MO,Grundy County,29079,Suicide,2,21,194795,10.8,6.7,16.5,2.4,0.00%
, MO,Grundy County,29079,"Non-Injury, no intent classified",9,2488,194795,1277.2,1227.1,1327.4,25.6,0.00%
, MO,Harrison County,29081,Unintentional,1,114,166986,68.3,55.7,80.8,6.4,0.00%
, MO,Harrison County,29081,Suicide,2,26,166986,15.6,10.2,22.8,3.1,0.00%
, MO,Harrison County,29081,"Non-Injury, no intent classified",9,2146,166986,1285.1,1230.8,1339.5,27.7,0.00%
, MO,Henry County,29083,Unintentional,1,256,420814,60.8,53.4,68.3,3.8,0.00%
, MO,Henry County,29083,Suicide,2,77,420814,18.3,14.4,22.9,2.1,0.00%
, MO,Henry County,29083,Homicide,3,17,420814,Unreliable,2.4,6.5,1,0.00%
, MO,Henry County,29083,"Non-Injury, no intent classified",9,5377,420814,1277.8,1243.6,1311.9,17.4,0.00%
, MO,Hickory County,29085,Unintentional,1,137,177178,77.3,64.4,90.3,6.6,0.00%
, MO,Hickory County,29085,Suicide,2,36,177178,20.3,14.2,28.1,3.4,0.00%
, MO,Hickory County,29085,"Non-Injury, no intent classified",9,2495,177178,1408.2,1352.9,1463.4,28.2,0.00%
, MO,Holt County,29087,Unintentional,1,59,93184,63.3,48.2,81.7,8.2,0.00%
, MO,Holt County,29087,Suicide,2,13,93184,Unreliable,7.4,23.9,3.9,0.00%
, MO,Holt County,29087,"Non-Injury, no intent classified",9,1212,93184,1300.7,1227.4,1373.9,37.4,0.00%
, MO,Howard County,29089,Unintentional,1,105,192572,54.5,44.1,65,5.3,0.00%
, MO,Howard County,29089,Suicide,2,25,192572,13,8.4,19.2,2.6,0.00%
, MO,Howard County,29089,"Non-Injury, no intent classified",9,1888,192572,980.4,936.2,1024.6,22.6,0.00%
, MO,Howell County,29091,Unintentional,1,484,744486,65,59.2,70.8,3,0.00%
, MO,Howell County,29091,Suicide,2,155,744486,20.8,17.5,24.1,1.7,0.00%
, MO,Howell County,29091,Homicide,3,31,744486,4.2,2.8,5.9,0.7,0.00%
, MO,Howell County,29091,"Non-Injury, no intent classified",9,8536,744486,1146.6,1122.2,1170.9,12.4,0.00%
, MO,Iron County,29093,Unintentional,1,160,199955,80,67.6,92.4,6.3,0.00%
, MO,Iron County,29093,Suicide,2,36,199955,18,12.6,24.9,3,0.00%
, MO,Iron County,29093,Homicide,3,12,199955,Unreliable,3.1,10.5,1.7,0.00%
, MO,Iron County,29093,"Non-Injury, no intent classified",9,2784,199955,1392.3,1340.6,1444,26.4,0.00%
, MO,Jackson County,29095,Unintentional,1,5891,12729668,46.3,45.1,47.5,0.6,0.00%
, MO,Jackson County,29095,Suicide,2,1956,12729668,15.4,14.7,16,0.3,0.00%
, MO,Jackson County,29095,Homicide,3,2133,12729668,16.8,16,17.5,0.4,0.00%
, MO,Jackson County,29095,Undetermined ,4,75,12729668,0.6,0.5,0.7,0.1,0.00%
, MO,Jackson County,29095,Legal Intervention / Operations of War,5,19,12729668,Unreliable,0.1,0.2,0,0.00%
, MO,Jackson County,29095,"Non-Injury, no intent classified",9,105895,12729668,831.9,826.9,836.9,2.6,0.20%
, MO,Jasper County,29097,Unintentional,1,1068,2147882,49.7,46.7,52.7,1.5,0.00%
, MO,Jasper County,29097,Suicide,2,380,2147882,17.7,15.9,19.5,0.9,0.00%
, MO,Jasper County,29097,Homicide,3,88,2147882,4.1,3.3,5,0.4,0.00%
, MO,Jasper County,29097,Undetermined ,4,24,2147882,1.1,0.7,1.7,0.2,0.00%
, MO,Jasper County,29097,"Non-Injury, no intent classified",9,20083,2147882,935,922.1,947.9,6.6,0.00%
, MO,Jefferson County,29099,Unintentional,1,2406,4057348,59.3,56.9,61.7,1.2,0.00%
, MO,Jefferson County,29099,Suicide,2,682,4057348,16.8,15.5,18.1,0.6,0.00%
, MO,Jefferson County,29099,Homicide,3,109,4057348,2.7,2.2,3.2,0.3,0.00%
, MO,Jefferson County,29099,Undetermined ,4,80,4057348,2,1.6,2.5,0.2,0.00%
, MO,Jefferson County,29099,"Non-Injury, no intent classified",9,29930,4057348,737.7,729.3,746,4.3,0.10%
, MO,Johnson County,29101,Unintentional,1,331,985950,33.6,30,37.2,1.8,0.00%
, MO,Johnson County,29101,Suicide,2,128,985950,13,10.7,15.2,1.1,0.00%
, MO,Johnson County,29101,Homicide,3,20,985950,2,1.2,3.1,0.5,0.00%
, MO,Johnson County,29101,Undetermined ,4,14,985950,Unreliable,0.8,2.4,0.4,0.00%
